,index,eventId,seriesId,matchId,teamId,teamName,map,oppTeamId,oppTeamName,teamScore,atkFirst,won,acs,kills,firstKills,deaths,firstDeaths,assists,damage,headshots,bodyshots,legshots,plants,defusals,clutches,clutchOpponents,clutchOpportunities,KDR,KD,FKD,KDA,spentCreds,loadoutValue,avgEconRating,dates
855,856,633,15628,32542,4422,UNNAMED,Haven,3569,COT,6,0,0,145.8842105263158,47,5,83,14,11,93.72631578947369,40,111,13,4,3,3,58,16,0.5662650602409639,-36,-9,47.13253012048193,2508.4210526315787,3222.6315789473683,37.36466638690726,2021-07-22
926,927,633,15650,32609,4009,UNNAMED,Icebox,2414,UNNAMED,9,1,0,194.38181818181818,71,10,92,11,25,124.98181818181818,44,163,15,9,2,3,46,16,0.7717391304347826,-21,-1,71.27173913043478,2736.818181818182,3658.181818181818,45.666832752034544,2021-07-22
925,926,633,15650,32608,2414,UNNAMED,Haven,4009,UNNAMED,10,0,0,198.6782608695652,80,12,82,11,28,125.74782608695652,57,178,15,5,3,0,41,13,0.975609756097561,-2,1,80.34146341463415,2517.8260869565215,3513.0434782608695,49.94301502331204,2021-07-22
924,925,633,15650,32608,4009,UNNAMED,Haven,2414,UNNAMED,13,1,1,206.34782608695653,82,11,80,12,32,134.18260869565216,51,226,25,7,3,2,39,12,1.025,2,-1,82.4,2438.2608695652175,3665.6521739130435,55.03209700427959,2021-07-22
923,924,633,15651,32612,4436,SUSS,Ascent,4435,UNNAMED,6,0,0,184.65263157894736,57,7,81,12,20,113.06315789473685,48,129,18,3,1,0,41,13,0.7037037037037037,-24,-5,57.24691358024691,2398.4210526315787,2944.2105263157896,47.14066271669959,2021-07-22
922,923,633,15651,32612,4435,UNNAMED,Ascent,4436,SUSS,13,1,1,229.0842105263158,81,12,57,7,40,134.54736842105262,60,157,23,9,1,2,20,8,1.4210526315789473,24,5,81.70175438596492,2417.3684210526317,3682.1052631578946,55.65861092967559,2021-07-22
921,922,633,15651,32611,4436,SUSS,Icebox,4435,UNNAMED,6,1,0,178.52631578947367,54,7,78,12,21,112.6,36,132,8,5,0,1,51,14,0.6923076923076923,-24,-5,54.26923076923077,2547.8947368421054,3211.0526315789475,44.19334848171865,2021-07-22
920,921,633,15651,32611,4435,UNNAMED,Icebox,4436,SUSS,13,0,1,226.90526315789472,78,12,54,7,31,134.90526315789472,38,167,12,4,2,0,19,6,1.4444444444444444,24,5,78.57407407407408,2411.0526315789475,4123.1578947368425,55.95284872298624,2021-07-22
919,920,633,15652,32615,4002,GOD,Ascent,1282,UNNAMED,13,1,1,203.34545454545454,77,11,70,11,32,133.86363636363637,61,175,10,7,4,3,37,12,1.1,7,0,77.45714285714286,2119.090909090909,3636.3636363636365,63.17031317031317,2021-07-22
918,919,633,15652,32615,1282,UNNAMED,Ascent,4002,GOD,9,0,0,187.5,70,11,77,11,22,114.23636363636363,56,174,11,9,1,1,45,13,0.9090909090909091,-7,0,70.28571428571429,2651.818181818182,3585.4545454545455,43.078505313678434,2021-07-22
917,918,633,15652,32614,4002,GOD,Bind,1282,UNNAMED,11,0,0,202.86666666666667,84,11,92,13,21,130.80833333333334,67,210,14,11,3,1,45,14,0.9130434782608695,-8,-2,84.22826086956522,2664.5833333333335,3560.0,49.091477716966374,2021-07-22
916,917,633,15652,32614,1282,UNNAMED,Bind,4002,GOD,13,1,1,224.23333333333332,92,13,84,11,36,141.04166666666666,76,217,5,10,5,1,36,12,1.0952380952380953,8,2,92.42857142857143,2618.75,3730.8333333333335,53.858392999204455,2021-07-22
915,916,633,15655,32624,825,UNNAMED,Ascent,2633,CLG,13,1,1,233.17777777777778,78,14,46,4,18,145.6,56,184,18,9,2,0,14,5,1.6956521739130435,32,10,78.3913043478261,2129.4444444444443,3875.0,68.3746412731542,2021-07-22
914,915,633,15655,32624,2633,CLG,Ascent,825,UNNAMED,5,0,0,156.32222222222222,46,4,78,14,24,96.97777777777777,33,152,15,4,2,2,52,15,0.5897435897435898,-32,-10,46.30769230769231,2573.3333333333335,2935.5555555555557,37.685664939550946,2021-07-22
913,914,633,15655,32623,825,UNNAMED,Split,2633,CLG,13,0,1,236.73333333333332,77,10,51,8,18,137.16666666666666,43,182,19,6,3,1,20,6,1.5098039215686274,26,2,77.3529411764706,2232.222222222222,3521.6666666666665,61.44848183175709,2021-07-22
912,913,633,15655,32623,2633,CLG,Split,825,UNNAMED,5,1,0,172.82222222222222,51,8,77,10,14,109.04444444444445,37,153,10,8,0,0,44,13,0.6623376623376623,-26,-2,51.18181818181818,2616.6666666666665,3365.5555555555557,41.67303609341826,2021-07-22
911,912,633,15661,32642,1154,UNNAMED,Haven,971,ABLE,12,0,0,183.97692307692307,81,7,101,19,29,111.86153846153846,46,233,28,9,3,5,51,18,0.801980198019802,-20,-12,81.2871287128713,2756.923076923077,3556.5384615384614,40.57477678571428,2021-07-22
910,911,633,15661,32642,971,ABLE,Haven,1154,UNNAMED,14,1,1,221.6076923076923,101,19,81,7,41,142.65384615384616,70,226,31,9,3,2,38,14,1.2469135802469136,20,12,101.50617283950618,2515.0,3788.4615384615386,56.72121119437223,2021-07-22
909,910,633,15661,32641,1154,UNNAMED,Ascent,971,ABLE,3,0,0,143.5625,35,3,73,13,14,88.6125,30,114,12,1,1,0,51,13,0.4794520547945205,-38,-10,35.19178082191781,2238.125,2830.625,39.59229265568277,2021-07-22
908,909,633,15661,32641,971,ABLE,Ascent,1154,UNNAMED,13,1,1,240.775,73,13,35,3,43,145.3875,45,159,17,10,1,0,10,3,2.085714285714286,38,10,74.22857142857143,2289.375,3988.75,63.505323505323496,2021-07-22
907,908,633,15658,32634,4441,UNNAMED,Split,3700,FNR,4,0,0,194.8470588235294,55,6,76,11,16,119.48235294117647,36,157,12,3,1,1,41,14,0.7236842105263158,-21,-5,55.21052631578947,2555.294117647059,2964.1176470588234,46.758747697974215,2021-07-22
906,907,633,15658,32634,3700,FNR,Split,4441,UNNAMED,13,1,1,247.8470588235294,76,11,55,6,34,152.23529411764707,57,199,13,11,1,2,13,6,1.3818181818181818,21,5,76.61818181818182,2607.6470588235293,3791.176470588235,58.380329348071285,2021-07-22
927,928,633,15650,32609,2414,UNNAMED,Icebox,4009,UNNAMED,13,0,1,233.93636363636364,92,11,71,10,27,145.8272727272727,62,173,24,6,6,0,24,8,1.295774647887324,21,1,92.38028169014085,2630.4545454545455,3954.5454545454545,55.43805080352514,2021-07-22
905,906,633,15658,32633,4441,UNNAMED,Ascent,3700,FNR,7,1,0,180.95,62,8,75,12,11,109.3,49,176,13,7,0,1,43,14,0.8266666666666667,-13,-4,62.14666666666667,2689.5,3574.0,40.6395240751069,2021-07-22
928,929,633,15650,32610,4009,UNNAMED,Ascent,2414,UNNAMED,13,1,1,211.64761904761906,80,8,72,13,23,138.74285714285713,59,213,11,6,3,3,29,11,1.1111111111111112,8,-5,80.31944444444444,2437.6190476190477,3840.4761904761904,56.91736667317835,2021-07-22
930,931,633,15642,32584,863,YFP,Icebox,4430,UNNAMED,9,0,0,200.79090909090908,77,12,90,10,28,124.51818181818182,54,146,24,6,3,2,38,14,0.8555555555555555,-13,2,77.31111111111112,2429.5454545454545,3413.6363636363635,51.251637043966326,2021-07-22
951,952,633,15619,32515,2951,FIU,Ascent,2724,AME,14,0,1,196.7076923076923,88,16,80,10,30,134.59230769230768,73,216,12,8,0,0,44,12,1.1,8,6,88.375,2415.769230769231,3701.5384615384614,55.714058270975954,2021-07-22
950,951,633,15619,32515,2724,AME,Ascent,2951,FIU,12,1,0,178.35384615384615,80,10,88,16,26,113.94615384615385,65,195,22,3,4,0,55,14,0.9090909090909091,-8,-6,80.29545454545455,2655.0,3678.846153846154,42.917572070114446,2021-07-22
949,950,633,15647,32601,3251,UNNAMED,Breeze,3315,UNNAMED,7,1,0,178.03,58,8,84,12,20,117.78,40,142,14,6,2,3,51,16,0.6904761904761905,-26,-4,58.23809523809524,2475.0,3218.0,47.58787878787879,2021-07-22
948,949,633,15647,32601,3315,UNNAMED,Breeze,3251,UNNAMED,13,0,1,225.86,84,12,58,8,23,136.29,43,192,23,7,2,3,21,10,1.4482758620689655,26,4,84.39655172413794,2496.5,3822.5,54.592429401161624,2021-07-22
947,948,633,15647,32600,3251,UNNAMED,Icebox,3315,UNNAMED,13,1,1,215.73043478260868,84,17,72,6,31,137.3913043478261,65,211,19,9,2,3,32,12,1.1666666666666667,12,11,84.43055555555556,2455.217391304348,3954.3478260869565,55.95891623871082,2021-07-22
946,947,633,15647,32600,3315,UNNAMED,Icebox,3251,UNNAMED,10,0,0,186.76521739130436,72,6,84,17,30,113.98260869565217,37,170,20,7,2,1,43,12,0.8571428571428571,-12,-11,72.35714285714286,2427.391304347826,3508.695652173913,46.956833243775755,2021-07-22
945,946,633,15647,32599,3251,UNNAMED,Ascent,3315,UNNAMED,6,0,0,176.6,56,6,79,13,25,109.65263157894736,53,153,30,4,3,1,49,14,0.7088607594936709,-23,-7,56.31645569620253,2504.7368421052633,3132.6315789473683,43.778104643832734,2021-07-22
944,945,633,15647,32599,3315,UNNAMED,Ascent,3251,UNNAMED,13,1,1,231.38947368421051,79,13,56,6,39,141.76842105263157,58,179,22,11,1,2,22,8,1.4107142857142858,23,7,79.69642857142857,2213.157894736842,3557.3684210526317,64.05707491082045,2021-07-22
943,944,633,15639,32576,4427,UNNAMED,Breeze,697,RESO,5,1,0,145.25555555555556,41,7,79,11,13,91.78888888888889,30,108,8,4,2,2,53,15,0.5189873417721519,-38,-4,41.164556962025316,2403.3333333333335,3156.1111111111113,38.192325473878874,2021-07-22
942,943,633,15639,32576,697,RESO,Breeze,4427,UNNAMED,13,0,1,238.85555555555555,79,11,41,7,29,138.03333333333333,51,152,15,5,2,0,14,5,1.9268292682926829,38,4,79.70731707317073,2423.3333333333335,3913.8888888888887,56.96011004126547,2021-07-22
941,942,633,15639,32575,4427,UNNAMED,Haven,697,RESO,1,1,0,127.18571428571428,29,3,68,11,14,72.85714285714286,17,79,8,2,0,1,46,14,0.4264705882352941,-39,-8,29.205882352941178,2525.0,2875.714285714286,28.854314002828858,2021-07-22
940,941,633,15639,32575,697,RESO,Haven,4427,UNNAMED,13,0,1,256.9714285714286,68,11,29,3,22,158.92857142857142,54,107,9,2,1,0,2,1,2.3448275862068964,39,8,68.75862068965517,1861.4285714285713,3965.714285714286,85.37989255564082,2021-07-22
939,940,633,15649,32606,4006,UNNAMED,Icebox,2411,AI,1,1,0,128.38571428571427,26,2,71,12,7,80.17142857142858,28,61,7,4,0,1,51,14,0.36619718309859156,-45,-10,26.098591549295776,2512.8571428571427,2802.1428571428573,31.904491188175108,2021-07-22
938,939,633,15649,32606,2411,AI,Icebox,4006,UNNAMED,13,0,1,260.9714285714286,71,12,26,2,16,158.54285714285714,48,111,14,2,3,0,1,1,2.730769230769231,45,10,71.61538461538461,2053.5714285714284,4359.285714285715,77.20347826086957,2021-07-22
937,938,633,15649,32605,4006,UNNAMED,Ascent,2411,AI,6,0,0,168.94736842105263,53,7,75,12,21,109.21052631578948,41,141,8,1,4,2,41,13,0.7066666666666667,-22,-5,53.28,2403.684210526316,3327.8947368421054,45.43463980731333,2021-07-22
936,937,633,15649,32605,2411,AI,Ascent,4006,UNNAMED,13,1,1,218.41052631578947,75,12,53,7,30,138.0,62,182,12,9,1,2,22,8,1.4150943396226414,22,5,75.56603773584905,2198.9473684210525,3756.842105263158,62.75730014360939,2021-07-22
935,936,633,15642,32586,4430,UNNAMED,Split,863,YFP,9,1,0,214.5909090909091,81,11,87,11,24,136.02727272727273,52,210,13,7,2,0,36,13,0.9310344827586207,-6,0,81.27586206896552,2473.6363636363635,3470.909090909091,54.99081220139655,2021-07-22
934,935,633,15642,32586,863,YFP,Split,4430,UNNAMED,13,0,1,222.4909090909091,87,11,81,11,30,138.47272727272727,62,238,14,7,4,3,39,12,1.0740740740740742,6,0,87.37037037037037,2673.181818181818,3694.5454545454545,51.800714164257776,2021-07-22
933,934,633,15642,32585,4430,UNNAMED,Ascent,863,YFP,7,1,0,200.52,66,7,76,14,31,119.36,48,178,26,7,2,0,38,13,0.868421052631579,-10,-7,66.40789473684211,2430.5,3410.5,49.10923678255503,2021-07-22
932,933,633,15642,32585,863,YFP,Ascent,4430,UNNAMED,13,0,1,217.35,76,14,66,7,30,139.21,52,188,15,7,3,3,29,10,1.1515151515151516,10,7,76.45454545454545,2534.0,3529.5,54.936858721389115,2021-07-22
931,932,633,15642,32584,4430,UNNAMED,Icebox,863,YFP,13,1,1,228.3909090909091,90,10,77,12,26,138.93636363636364,59,148,23,8,4,3,37,12,1.1688311688311688,13,-2,90.33766233766234,2606.818181818182,3904.090909090909,53.29729729729729,2021-07-22
929,930,633,15650,32610,2414,UNNAMED,Ascent,4009,UNNAMED,8,0,0,195.97142857142856,72,13,80,8,30,121.54285714285714,53,204,18,5,0,1,44,14,0.9,-8,5,72.375,2609.5238095238096,3333.809523809524,46.57664233576642,2021-07-22
854,855,633,15628,32542,3569,COT,Haven,4422,UNNAMED,13,1,1,242.45263157894738,83,14,47,5,39,152.45263157894738,59,165,12,10,2,0,16,6,1.7659574468085106,36,9,83.82978723404256,2168.4210526315787,3932.6315789473683,70.30582524271846,2021-07-22
904,905,633,15658,32633,3700,FNR,Ascent,4441,UNNAMED,13,0,1,219.06,75,12,62,8,32,137.22,49,150,20,6,2,1,29,8,1.2096774193548387,13,4,75.51612903225806,2259.5,3699.0,60.730250055321974,2021-07-22
902,903,633,15658,32632,3700,FNR,Bind,4441,UNNAMED,9,0,0,193.84545454545454,72,10,85,12,34,126.78181818181818,49,190,21,7,1,2,46,15,0.8470588235294118,-13,-2,72.4,2641.818181818182,3369.090909090909,47.99036476256022,2021-07-22
876,877,633,15622,32525,4418,UNNAMED,Split,3317,UNNAMED,14,0,1,226.90769230769232,99,14,87,12,38,140.54615384615386,62,258,13,9,1,2,40,14,1.1379310344827587,12,2,99.4367816091954,2758.846153846154,3790.0,50.943817091872305,2021-07-22
875,876,633,15622,32524,3317,UNNAMED,Bind,4418,UNNAMED,13,0,1,200.86666666666667,86,10,79,14,24,120.40833333333333,69,185,17,7,1,2,32,12,1.0886075949367089,7,-4,86.30379746835443,2577.0833333333335,3880.4166666666665,46.722716248989485,2021-07-22
874,875,633,15622,32524,4418,UNNAMED,Bind,3317,UNNAMED,11,1,0,201.325,79,14,86,10,42,132.025,57,206,16,7,0,2,45,15,0.9186046511627907,-7,4,79.48837209302326,2453.3333333333335,3661.25,53.81453804347826,2021-07-22
873,874,633,15627,32540,4421,UNNAMED,Haven,848,ZM,5,1,0,173.7111111111111,53,7,76,11,19,106.25555555555556,42,139,15,3,0,0,44,13,0.6973684210526315,-23,-4,53.25,2440.0,3026.6666666666665,43.547358834244086,2021-07-22
872,873,633,15627,32540,848,ZM,Haven,4421,UNNAMED,13,0,1,227.84444444444443,76,11,53,7,34,130.44444444444446,38,183,37,3,1,3,22,8,1.4339622641509433,23,4,76.64150943396227,2105.0,3675.0,61.9688572182634,2021-07-22
871,872,633,15627,32539,4421,UNNAMED,Icebox,848,ZM,6,1,0,168.83157894736843,55,8,75,11,16,106.67368421052632,44,134,11,6,1,0,41,12,0.7333333333333333,-20,-3,55.21333333333333,2569.4736842105262,3401.0526315789475,41.51577222449816,2021-07-22
870,871,633,15627,32539,848,ZM,Icebox,4421,UNNAMED,13,0,1,227.9157894736842,75,11,55,8,20,139.53684210526316,50,169,38,4,3,2,27,8,1.3636363636363635,20,3,75.36363636363636,2147.3684210526317,3734.2105263157896,64.98039215686275,2021-07-22
869,870,633,15623,32528,4419,UNNAMED,Icebox,3324,SOAR,4,1,0,149.24705882352941,40,8,72,9,14,91.70588235294117,29,114,10,4,1,0,47,13,0.5555555555555556,-32,-1,40.19444444444444,2380.0,3225.294117647059,38.53188334157192,2021-07-22
868,869,633,15623,32528,3324,SOAR,Icebox,4419,UNNAMED,13,0,1,229.24705882352941,72,9,40,8,19,138.96470588235294,41,141,8,4,2,1,16,5,1.8,32,1,72.475,2048.823529411765,3996.470588235294,67.82658627619867,2021-07-22
867,868,633,15623,32527,4419,UNNAMED,Haven,3324,SOAR,5,0,0,136.7,41,6,79,12,9,90.61111111111111,32,114,13,2,2,1,52,14,0.5189873417721519,-38,-6,41.11392405063291,2397.777777777778,3041.6666666666665,37.789620018535686,2021-07-22
866,867,633,15623,32527,3324,SOAR,Haven,4419,UNNAMED,13,1,1,244.22222222222223,79,12,41,6,41,147.06666666666666,50,157,17,10,0,1,18,6,1.9268292682926829,38,6,80.0,2244.4444444444443,3782.222222222222,65.52475247524752,2021-07-22
865,866,633,15625,32534,4000,UNNAMED,Breeze,95,NYFU,1,0,0,128.57142857142858,27,4,66,10,8,87.01428571428572,23,69,5,0,0,0,52,13,0.4090909090909091,-39,-6,27.12121212121212,2395.0,2615.714285714286,36.33164330450343,2021-07-22
864,865,633,15625,32534,95,NYFU,Breeze,4000,UNNAMED,13,1,1,245.0857142857143,66,10,27,4,19,147.57142857142858,54,90,5,11,0,3,8,4,2.4444444444444446,39,6,66.70370370370371,2313.5714285714284,4151.428571428572,63.78511886384687,2021-07-22
863,864,633,15625,32533,4000,UNNAMED,Haven,95,NYFU,4,1,0,152.9764705882353,45,7,73,10,13,94.05882352941177,38,115,4,5,1,1,46,14,0.6164383561643836,-28,-3,45.178082191780824,2470.0,3016.470588235294,38.08049535603715,2021-07-22
862,863,633,15625,32533,95,NYFU,Haven,4000,UNNAMED,13,0,1,234.98823529411766,73,10,45,7,29,143.8,58,142,9,4,4,0,13,4,1.6222222222222222,28,3,73.64444444444445,2218.823529411765,3857.6470588235293,64.80911983032874,2021-07-22
861,862,633,15626,32537,2819,UNNAMED,Breeze,3998,ORG,3,0,0,171.8,44,4,71,12,14,118.5625,34,97,9,2,2,0,47,13,0.6197183098591549,-27,-8,44.19718309859155,2370.0,3106.875,50.02637130801688,2021-07-22
860,861,633,15626,32537,3998,ORG,Breeze,2819,UNNAMED,13,1,1,236.05,71,12,44,4,35,134.9375,41,168,12,11,2,3,13,6,1.6136363636363635,27,8,71.79545454545455,2478.125,3674.375,54.4514501891551,2021-07-22
859,860,633,15626,32536,2819,UNNAMED,Haven,3998,ORG,2,0,0,156.29333333333332,35,6,71,9,21,92.6,29,101,15,0,2,0,42,13,0.49295774647887325,-36,-3,35.29577464788732,2304.6666666666665,2566.6666666666665,40.179346253977435,2021-07-22
858,859,633,15626,32536,3998,ORG,Haven,2819,UNNAMED,13,1,1,246.06666666666666,71,9,35,6,25,144.50666666666666,36,172,17,12,0,1,6,3,2.0285714285714285,36,3,71.71428571428571,2344.0,3788.6666666666665,61.64960182025028,2021-07-22
857,858,633,15628,32543,4422,UNNAMED,Icebox,3569,COT,5,1,0,165.6888888888889,50,10,77,9,10,100.06666666666666,34,115,10,2,0,0,48,13,0.6493506493506493,-27,1,50.12987012987013,2515.0,3236.6666666666665,39.78793903247183,2021-07-22
856,857,633,15628,32543,3569,COT,Icebox,4422,UNNAMED,13,0,1,234.0222222222222,77,9,50,10,24,138.9777777777778,46,142,17,5,0,2,19,7,1.54,27,-1,77.48,2162.222222222222,3879.4444444444443,64.27543679342241,2021-07-22
877,878,633,15622,32525,3317,UNNAMED,Split,4418,UNNAMED,12,1,0,197.7846153846154,87,12,99,14,37,126.48461538461538,62,251,22,9,1,5,52,18,0.8787878787878788,-12,-2,87.37373737373737,2701.923076923077,3755.0,46.812811387900354,2021-07-22
903,904,633,15658,32632,4441,UNNAMED,Bind,3700,FNR,13,1,1,219.8,85,12,72,10,30,136.98181818181817,67,174,19,10,2,3,31,12,1.1805555555555556,13,2,85.41666666666667,2607.7272727272725,3587.2727272727275,52.52919644413456,2021-07-22
878,879,633,15620,32518,543,UNNAMED,Haven,4008,UNNAMED,13,0,1,237.75,71,12,39,4,23,147.825,56,136,6,2,0,2,15,5,1.8205128205128205,32,8,71.58974358974359,2101.25,4046.25,70.35098155859606,2021-07-22
880,881,633,15620,32519,543,UNNAMED,Ascent,4008,UNNAMED,13,0,1,223.11428571428573,84,12,61,9,32,137.01904761904763,56,199,8,8,0,1,26,9,1.3770491803278688,23,3,84.52459016393442,2555.2380952380954,4071.4285714285716,53.62281028699217,2021-07-22
901,902,633,15659,32636,4443,UNNAMED,Haven,4442,TIME,8,0,0,195.6952380952381,73,11,86,10,19,124.66666666666667,48,181,6,8,0,2,41,15,0.8488372093023255,-13,1,73.22093023255815,2653.3333333333335,3380.9523809523807,46.984924623115575,2021-07-22
900,901,633,15659,32636,4442,TIME,Haven,4443,UNNAMED,13,1,1,225.15238095238095,86,10,73,11,30,140.07619047619048,64,174,14,12,0,3,28,11,1.178082191780822,13,-1,86.41095890410959,2451.904761904762,3558.095238095238,57.1295397164498,2021-07-22
899,900,633,15659,32635,4443,UNNAMED,Ascent,4442,TIME,3,0,0,141.2125,35,5,74,11,9,86.575,26,98,11,3,0,1,49,14,0.47297297297297297,-39,-6,35.12162162162162,2603.75,2870.0,33.250120019203074,2021-07-22
898,899,633,15659,32635,4442,TIME,Ascent,4443,UNNAMED,13,1,1,245.8,74,11,35,5,38,153.9625,52,151,8,11,1,1,9,4,2.1142857142857143,39,6,75.08571428571429,1934.375,3788.125,79.59289176090469,2021-07-22
756,757,633,15791,32997,3343,UNNAMED,Ascent,4425,FLU,13,1,1,216.14545454545456,86,10,63,12,29,138.7,68,168,16,8,4,1,30,10,1.3650793650793651,23,-2,86.46031746031746,2208.6363636363635,3641.818181818182,62.79892982095081,2021-07-22
896,897,633,15621,32522,588,PK,Ascent,4417,AA,13,0,1,243.57647058823528,79,10,46,8,32,149.27058823529413,47,178,16,5,3,2,11,6,1.7173913043478262,33,2,79.69565217391305,2352.3529411764707,3796.470588235294,63.4558639659915,2021-07-22
895,896,633,15621,32521,4417,AA,Breeze,588,PK,5,0,0,153.9777777777778,46,6,79,12,10,98.96666666666667,37,110,17,4,1,2,49,15,0.5822784810126582,-33,-6,46.12658227848101,2400.5555555555557,3148.8888888888887,41.22656792409164,2021-07-22
894,895,633,15621,32521,588,PK,Breeze,4417,AA,13,1,1,239.92222222222222,79,12,46,6,27,138.96666666666667,50,126,17,12,0,2,19,7,1.7173913043478262,33,6,79.58695652173913,2177.777777777778,3856.6666666666665,63.81122448979591,2021-07-22
893,894,633,15614,32501,4402,UNNAMED,Ascent,3071,ILUZ,6,1,0,186.50526315789475,60,8,74,11,19,109.69473684210526,43,169,14,8,1,0,42,13,0.8108108108108109,-14,-3,60.25675675675676,2454.2105263157896,3354.7368421052633,44.69654728715418,2021-07-22
892,893,633,15614,32501,3071,ILUZ,Ascent,4402,UNNAMED,13,0,1,216.73684210526315,74,11,60,8,40,136.2736842105263,48,172,23,5,4,3,27,9,1.2333333333333334,14,3,74.66666666666667,2337.8947368421054,3631.5789473684213,58.28905898244034,2021-07-22
891,892,633,15614,32500,4402,UNNAMED,Haven,3071,ILUZ,6,0,0,189.45263157894738,63,11,78,8,30,112.91578947368421,54,164,12,4,3,2,44,15,0.8076923076923077,-15,3,63.38461538461539,2560.5263157894738,3240.5263157894738,44.098663926002054,2021-07-22
890,891,633,15614,32500,3071,ILUZ,Haven,4402,UNNAMED,13,1,1,234.10526315789474,78,8,63,11,44,145.22105263157894,55,189,18,11,2,2,22,8,1.2380952380952381,15,-3,78.6984126984127,2381.5789473684213,3765.7894736842104,60.97679558011049,2021-07-22
889,890,633,15616,32507,4413,MOBU,Bind,2968,1337,2,1,0,161.56,39,2,70,13,14,92.2,30,109,8,4,0,0,46,13,0.5571428571428572,-31,-11,39.2,2594.0,2935.3333333333335,35.54356206630686,2021-07-22
888,889,633,15616,32507,2968,1337,Bind,4413,MOBU,13,0,1,248.65333333333334,70,13,39,2,17,153.21333333333334,42,149,16,1,4,1,6,3,1.794871794871795,31,11,70.43589743589743,2079.3333333333335,3824.6666666666665,73.68387303622956,2021-07-22
887,888,633,15616,32506,4413,MOBU,Ascent,2968,1337,5,0,0,152.05555555555554,44,5,78,13,15,95.93333333333334,33,110,10,3,2,2,52,15,0.5641025641025641,-34,-8,44.19230769230769,2487.222222222222,2961.1111111111113,38.57047129774403,2021-07-22
886,887,633,15616,32506,2968,1337,Ascent,4413,MOBU,13,1,1,232.1,78,13,44,5,38,135.0222222222222,40,189,28,10,2,0,16,5,1.7727272727272727,34,8,78.86363636363636,2139.4444444444443,3965.0,63.11088029083355,2021-07-22
885,886,633,15618,32513,4416,UNNAMED,Icebox,3771,DZ,6,1,0,180.62105263157895,58,7,82,12,13,110.65263157894736,43,160,15,4,3,1,47,14,0.7073170731707317,-24,-5,58.15853658536585,2480.0,3220.5263157894738,44.61799660441426,2021-07-22
884,885,633,15618,32513,3771,DZ,Icebox,4416,UNNAMED,13,0,1,243.41052631578947,82,12,58,7,19,151.47368421052633,59,176,11,6,2,1,23,7,1.4137931034482758,24,5,82.32758620689656,2453.157894736842,3939.4736842105262,61.746406350568556,2021-07-22
883,884,633,15618,32512,4416,UNNAMED,Ascent,3771,DZ,4,0,0,165.95294117647057,44,6,75,11,15,108.17647058823529,37,162,10,0,4,0,47,13,0.5866666666666667,-31,-5,44.2,2395.8823529411766,2957.6470588235293,45.15099435305671,2021-07-22
882,883,633,15618,32512,3771,DZ,Ascent,4416,UNNAMED,13,1,1,238.3764705882353,75,11,44,6,39,145.28235294117647,64,160,16,12,0,1,12,5,1.7045454545454546,31,5,75.88636363636364,2491.764705882353,4018.235294117647,58.30500472143531,2021-07-22
881,882,633,15620,32519,4008,UNNAMED,Ascent,543,UNNAMED,8,1,0,178.43809523809523,61,9,84,12,26,110.1047619047619,33,148,16,5,3,1,47,14,0.7261904761904762,-23,-3,61.30952380952381,2525.2380952380954,3507.1428571428573,43.60173486705638,2021-07-22
879,880,633,15620,32518,4008,UNNAMED,Haven,543,UNNAMED,3,1,0,147.8,39,4,71,12,16,91.9625,29,107,11,2,0,0,46,13,0.5492957746478874,-32,-8,39.225352112676056,2420.625,2855.625,37.99122127549703,2021-07-22
755,756,633,15678,32674,3315,UNNAMED,Split,4375,DIVI,5,1,0,155.43333333333334,48,5,79,13,21,95.05555555555556,35,119,24,3,2,3,51,16,0.6075949367088608,-31,-8,48.265822784810126,2543.8888888888887,3235.0,37.36623716968771,2021-07-22
711,712,633,15637,32570,4394,FH,Haven,978,GHST,4,1,0,188.42352941176472,53,5,74,12,27,114.41176470588235,44,130,6,3,1,1,45,14,0.7162162162162162,-21,-7,53.36486486486486,2578.235294117647,3179.4117647058824,44.375998174766146,2021-07-22
753,754,633,15678,32673,3315,UNNAMED,Icebox,4375,DIVI,13,0,1,219.2888888888889,71,12,54,6,20,133.53333333333333,51,142,19,4,6,1,21,6,1.3148148148148149,17,6,71.37037037037037,2262.222222222222,3650.5555555555557,59.02750491159136,2021-07-22
1009,1010,633,15592,32435,4404,UNNAMED,Breeze,1137,VIRT,2,0,0,128.16,28,1,71,14,12,81.56,24,69,10,0,1,1,55,14,0.39436619718309857,-43,-13,28.169014084507044,2225.3333333333335,2464.6666666666665,36.65068903535051,2021-07-22
1010,1011,633,15587,32419,3978,UNNAMED,Icebox,2681,UNNAMED,13,1,1,240.35,71,11,44,5,25,146.6625,40,157,12,11,1,2,16,5,1.6136363636363635,27,6,71.56818181818181,2532.5,3899.375,57.91214215202369,2021-07-22
1011,1012,633,15587,32419,2681,UNNAMED,Icebox,3978,UNNAMED,3,0,0,172.9,44,5,71,11,16,114.375,33,137,7,3,0,0,41,13,0.6197183098591549,-27,-6,44.225352112676056,2440.625,3056.25,46.862996158770805,2021-07-22
1012,1013,633,15587,32420,3978,UNNAMED,Haven,2681,UNNAMED,13,0,1,215.5157894736842,75,11,56,8,30,141.34736842105264,59,147,20,4,3,2,26,8,1.3392857142857142,19,3,75.53571428571429,2376.315789473684,3709.4736842105262,59.481727574750835,2021-07-22
